area,2006,2009,2012
S01006193,1474,1125,625
S01006194,1069,346,549
S01006195,765,577,1036
S01006196,2693,1987,2157
S01006197,1615,1041,2019
S01006198,586,604,410
S01006199,201,534,705
S01006200,1842,3715,2511
S01006201,2071,1815,2340
S01006202,702,125,210
S01006203,4194,4218,4477
S01006204,2248,3391,2701
S01006205,1112,834,638
S01006206,4364,3017,3448
S01006207,3303,2467,3260
S01006208,4133,1816,2560
S01006209,5068,3751,3536
S01006210,3555,2797,3255
S01006211,900,1265,914
S01006212,5545,6155,6141
S01006213,1864,1471,1913
S01006214,2565,3339,3164
S01006215,4722,3633,3693
S01006216,2209,3186,1874
S01006217,2566,2409,1662
S01006218,2496,1508,1242
S01006219,2012,4428,3639
S01006220,5620,3561,4855
S01006221,3759,1939,1575
S01006222,2000,2238,1151
S01006223,3100,5037,4617
S01006224,2234,4239,3686
S01006225,2147,745,1082
S01006226,3502,2205,3076
S01006227,1656,941,2210
S01006228,5665,6469,5145
S01006229,1775,894,553
S01006230,1194,864,971
S01006231,1191,742,791
S01006232,6181,6084,5988
S01006233,4795,4270,5601
S01006234,4006,2283,725
S01006235,5853,4513,5419
S01006236,2031,1941,1473
S01006237,2020,2657,4650
S01006238,4078,4858,3137
S01006239,6027,4954,5962
S01006240,843,724,1487
S01006241,45,105,84
S01006242,2319,2718,2931
S01006243,4510,4097,4622
S01006244,3954,4302,4524
S01006245,442,172,169
S01006246,1019,1787,1849
S01006247,3945,2194,2477
S01006248,4542,3386,5525
S01006249,1635,1228,1615
S01006250,2335,356,267
S01006251,5481,4110,4889
S01006252,4827,3608,3532
S01006253,747,713,149
S01006254,4348,5056,4230
S01006255,2205,2678,1564
S01006256,2940,1723,1054
S01006257,2932,2514,3170
S01006258,380,1049,420
S01006259,942,629,1410
S01006260,180,59,36
S01006261,2371,3897,2545
S01006262,293,1020,1629
S01006263,1413,1722,1620
S01006264,5334,6376,5541
S01006265,2752,1548,3015
S01006266,2493,2363,3577
S01006267,1245,1198,1061
S01006268,616,1901,2023
S01006269,1011,1868,1127
S01006270,1206,1415,2394
S01006271,2229,1197,1010
S01006272,2572,1591,3000
S01006273,1771,3077,3804
S01006274,2228,2818,1486
S01006275,3003,5219,4260
S01006276,821,1107,701
S01006277,800,967,202
S01006278,250,1096,907
S01006279,594,1427,1461
S01006280,1436,996,851
S01006281,1793,2089,3369
S01006282,4609,2870,5788
S01006283,2227,1617,1262
S01006284,3447,2054,2937
S01006285,1601,929,1327
S01006286,434,421,380
S01006287,1289,540,683
S01006288,343,295,1496
S01006289,2111,1023,954
S01006290,2541,4916,3487
S01006291,1747,699,1221
S01006292,3619,3959,5431
S01006293,6126,4517,5664
S01006294,6288,6385,5121
S01006295,4437,3219,2755
S01006296,4555,4103,4296
S01006297,3133,2382,2719
S01006298,5446,4850,4592
S01006299,2601,1136,1599
S01006300,3073,1691,1584
S01006301,2045,1794,806
S01006302,5606,5502,5586
S01006303,2545,3923,3583
S01006304,2311,2048,1883
S01006305,3281,2188,3031
S01006306,4710,1927,1904
S01006307,3016,3588,2293
S01006308,2772,2563,2732
S01006309,4833,3239,4883
S01006310,3765,2687,2633
S01006311,2592,3300,2418
S01006312,3025,2569,208
S01006313,3876,3411,3105
S01006314,5981,5160,6031
S01006315,1254,740,883
S01006316,2836,3376,5450
S01006317,2137,755,2871
S01006318,2807,1292,2004
S01006319,3924,3320,3236
S01006320,1119,919,637
S01006321,5973,6353,6364
S01006322,6493,6412,6088
S01006323,5891,3078,5613
S01006324,4269,4982,5986
S01006325,2077,1101,3441
S01006326,476,424,455
S01006327,1190,236,127
S01006328,1127,434,1136
S01006329,2585,4561,3156
S01006330,1660,1191,590
S01006331,2883,3183,5522
S01006332,2677,1965,1246
S01006333,2894,1477,1914
S01006334,878,348,293
S01006335,4102,5060,5428
S01006336,6235,6359,5237
S01006337,5978,6049,5819
S01006338,5533,3447,5513
S01006339,2499,3975,609
S01006340,5876,5334,4950
S01006341,5260,4099,4350
S01006342,1664,2290,2483
S01006343,1226,1909,1847
S01006344,3797,3235,4578
S01006345,2725,4023,3489
S01006346,4506,4714,5404
S01006347,5528,4707,5099
S01006348,2676,2394,5574
S01006349,1525,1288,1495
S01006350,963,549,1700
S01006351,1340,617,2530
S01006352,400,1010,815
S01006353,4538,3244,3434
S01006354,3656,1880,3931
S01006355,367,432,1374
S01006356,5271,4257,5763
S01006357,2581,2725,3231
S01006358,730,951,1068
S01006359,3668,1641,3264
S01006360,5647,5090,5710
S01006361,53,22,60
S01006362,5202,4600,5848
S01006363,3928,4651,6435
S01006364,3686,3869,4449
S01006365,4671,5108,3926
S01006366,5700,6389,5565
S01006367,6200,1621,3522
S01006368,6146,6337,5416
S01006369,2017,1832,3443
S01006370,4598,5304,4940
S01006371,6493,6493,6252
S01006372,3529,2820,1216
S01006373,274,362,115
S01006374,3058,2513,1890
S01006375,2678,2953,2235
S01006376,3927,3791,4848
S01006377,909,1398,1805
S01006378,6436,6438,6269
S01006379,3436,3677,3355
S01006380,1710,872,1398
S01006381,3824,3119,2874
S01006382,1445,4077,2857
S01006383,3542,3003,5816
S01006384,5565,5799,5595
S01006385,738,1629,2032
S01006386,977,1668,1322
S01006387,2484,2093,2639
S01006388,804,1297,1417
S01006389,2465,1276,3416
S01006390,2970,2517,2127
S01006391,6013,6041,5462
S01006392,982,465,1862
S01006393,104,179,888
S01006394,699,1310,1263
S01006395,2464,1732,2737
S01006396,429,977,1174
S01006397,428,409,880
S01006398,2853,1695,1385
S01006399,3984,3746,3662
S01006400,5073,5641,5076
S01006401,897,1104,665
S01006402,748,462,1621
S01006403,2153,1291,2294
S01006404,1834,1869,1709
S01006405,1820,3106,3016
S01006406,785,926,1388
S01006407,4616,6019,5307
S01006408,693,1424,2214
S01006409,1136,962,1488
S01006410,1428,611,1387
S01006411,2062,1552,2134
S01006412,408,1576,3142
S01006413,2261,1718,1197
S01006414,4479,2243,3685
S01006415,5283,4619,2467
S01006416,16,16,34
S01006417,3882,3955,5231
S01006418,916,1108,944
S01006419,1668,322,1817
S01006420,582,2147,1741
S01006421,1108,1945,1959
S01006422,1956,2108,788
S01006423,2106,4663,5246
S01006424,4257,3173,3278
S01006425,662,1454,2526
S01006426,5728,5165,3852
S01006427,1765,1130,2315
S01006428,4236,3735,4559
S01006429,1168,1193,2037
S01006430,6256,6188,5953
S01006431,6093,5733,6419
S01006432,3120,3140,3776
S01006433,4420,4044,2410
S01006434,4770,4122,4070
S01006435,2378,3638,2920
S01006436,1663,2666,2759
S01006437,3041,3253,4045
S01006438,578,286,180
S01006439,266,228,178
S01006440,1482,1573,2317
S01006441,2070,3527,3600
S01006442,4889,1917,2917
S01006443,5444,2800,2910
S01006444,2417,4700,4345
S01006445,1430,2597,1415
S01006446,5392,4429,5010
S01006447,2800,2294,1795
S01006448,2867,3780,5523
S01006449,5703,5671,5639
S01006450,325,569,1782
S01006451,205,586,1120
S01006452,4466,3525,1739
S01006453,3221,1336,2650
S01006454,6204,6196,5009
S01006455,186,809,773
S01006456,2680,4415,3958
S01006457,4554,3945,4867
S01006458,3510,6228,5794
S01006459,3305,1675,3655
S01006460,5141,3515,4974
S01006461,2557,5229,4428
S01006462,2451,2901,3838
S01006463,4158,4867,6268
S01006464,1695,2354,4191
S01006465,3230,3395,3043
S01006466,3629,4863,5987
S01006467,5005,4765,3834
S01006468,3445,3979,2020
S01006469,4094,3002,3846
S01006470,2584,3646,4468
S01006471,1476,1286,2464
S01006472,1080,1590,1551
S01006473,5352,5826,5930
S01006474,1321,1210,2564
S01006475,2069,1285,2155
S01006476,2915,4137,4832
S01006477,486,231,415
S01006478,2087,3683,1815
S01006479,3374,2488,3102
S01006480,5650,4207,4724
S01006481,1825,1643,3328
S01006482,4870,3792,4414
S01006483,3716,1507,2424
S01006484,1526,1949,2643
S01006485,6095,5766,5683
S01006486,5303,6375,6283
S01006487,2393,1529,4189
S01006488,6372,5997,5192
S01006489,5276,4222,5835
S01006490,6051,6406,6443
S01006491,5898,6310,6433
S01006492,2589,1324,2860
S01006493,3389,2237,4674
S01006494,4584,5506,6090
S01006495,5786,5754,6209
S01006496,148,701,2242
S01006497,1397,1553,2989
S01006498,4947,3160,4847
S01006499,1255,4580,5520
S01006500,5864,5578,5998
S01006501,5416,6426,6185
S01006502,4927,5199,6239
S01006503,4104,5999,6322
S01006504,6045,6335,6083
S01006505,5894,4457,6077
